program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec
psi      boolean_gmw  4          0              25000            100         0               5709.359              9.41                 1363          295        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5652.002              9.42                 1360          309        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5560.503              9.28                 1367          284        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               4698.502              8.45                 1364          346        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5709.669              6.42                 1362          447        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5391.472              9.08                 1368          325        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               6674.255              10.44                1373          252        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5342.508              9.06                 1365          327        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               5904.268              9.62                 1371          297        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         0               7108.340              10.86                1367          256        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               7100.550              10.85                1360          275        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               6519.236              10.29                1368          301        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               7545.186              11.25                1368          247        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               5276.097              9.19                 1362          315        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               6925.948              10.96                1366          275        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               6861.438              11.58                1354          285        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               6838.313              10.55                1360          290        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               7630.555              11.55                1370          242        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               6261.034              9.97                 1369          304        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         1               9043.096              12.80                1363          251        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               9533.839              13.46                1366          221        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               7913.231              11.78                1365          248        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               8153.524              8.91                 1369          334        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               8135.972              11.86                1373          323        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               8435.299              12.19                1373          263        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               10169.219             13.92                1376          222        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               11268.503             16.01                1371          211        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               8969.173              13.71                1366          237        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               9541.774              13.26                1370          221        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         2               8278.902              12.20                1364          229        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               20859.665             24.64                1377          123        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               16782.455             18.51                1371          178        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               18460.932             22.49                1367          142        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               17123.063             21.35                1362          153        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               16903.425             21.10                1364          159        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               16005.677             21.17                1372          154        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               14866.668             18.67                1367          153        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               17180.359             21.09                1361          140        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               11552.182             15.43                1368          204        10.705           13.879          44796            44796
psi      boolean_gmw  4          0              25000            100         5               17239.401             22.20                1367          137        10.705           13.879          44796            44796
