comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.15          267                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .008142      NA          .022398           .017784             .017780            .030000              6             100
2.24          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .012578      NA          .021794           .017628             .017623            .030000              7             82
2.36          269                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .007356      NA          .024112           .018129             .018118            .030000              7             103
2.11          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .007361      NA          .026025           .019498             .019487            .030000              7             106
2.23          269                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .007367      NA          .018557           .018407             .018395            .020000              7             82
2.24          267                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .012776      NA          .021288           .015630             .015618            .030000              7             83
2.25          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .007403      NA          .024232           .024185             .024181            .030000              6             88
2.22          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .012850      NA          .026296           .018211             .018189            .030000              7             94
2.28          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .006839      NA          .025492           .017264             .017253            .020000              7             114
2.25          267                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           0               1             .007326      NA          .026407           .020649             .020636            .030000              7             103
2.43          269                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           1               1             .007272      NA          .019474           .014969             .014964            .020000              7             96
2.11          268                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           1               1             .007325      NA          .018264           .020059             .020048            .030000              7             78
2.44          269                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           1               1             .006477      NA          .024939           .019508             .019495            .030000              7             103
2.23          272                1                  0    1        32        65        1         0         12        10000     10000     0              25000            100         0           0           1               1             .018487      NA          .019386           .021029             .021020            .040000              7             62
