comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
8.07          507                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001835      NA          .026949           .091350             .116700            .120000              16            94
7.97          507                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001965      NA          .024933           .084739             .106998            .110000              16            96
8.15          509                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001989      NA          .026138           .113380             .113483            .115000              16            95
8.18          507                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001800      NA          .017134           .109783             .117387            .120000              16            61
8.11          508                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .002937      NA          .021395           .068525             .109277            .112500              16            81
8.13          507                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001483      NA          .018084           .085679             .112862            .115000              17            68
8.17          508                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001948      NA          .021642           .101804             .110934            .112500              16            82
8.19          508                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001648      NA          .020402           .076512             .115795            .117500              16            73
8.19          508                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .002042      NA          .024164           .086613             .105415            .107500              16            95
8.08          513                1                  0    4        512       82        1         0         12        10000     10000     0              25000            1           0           0           0               1             .001975      NA          .019411           .105402             .115120            .117500              22            71
8.03          507                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .003315      NA          .022248           .089083             .117252            .122500              16            78
8.12          508                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001953      NA          .023986           .097915             .120709            .122500              16            82
8.14          507                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001894      NA          .026241           .108153             .114602            .117500              16            94
8.16          508                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001981      NA          .026431           .079737             .115273            .117500              17            94
8.16          509                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001758      NA          .017503           .087775             .114726            .117500              16            64
8.20          508                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001861      NA          .013931           .031021             .040982            .042500              16            140
8.11          508                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001708      NA          .014729           .068899             .099059            .102500              16            63
8.11          507                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .004425      NA          .022222           .094219             .115609            .120000              16            77
8.16          508                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001909      NA          .020765           .089939             .117879            .120000              16            73
8.23          512                1                  0    4        512       82        1         0         12        10000     10000     0              10000            1           0           0           0               1             .001742      NA          .021474           .074507             .105542            .107500              16            85
8.25          509                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001924      NA          .025198           .092034             .131497            .135000              16            79
8.12          508                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .000876      NA          .022768           .111334             .131575            .132500              16            72
8.09          507                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001985      NA          .027465           .078425             .129504            .132500              16            87
8.28          507                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .003179      NA          .026127           .129344             .133580            .137500              16            80
8.16          507                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001812      NA          .024977           .106577             .132324            .135000              16            77
8.17          508                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001841      NA          .024465           .109481             .127892            .130000              16            79
8.27          508                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001577      NA          .030080           .111021             .133751            .135000              16            93
8.16          508                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001870      NA          .027506           .110636             .129989            .132500              16            87
8.09          508                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001973      NA          .027824           .127749             .132753            .135000              16            86
8.10          507                1                  0    4        512       82        1         0         12        10000     10000     0              1000             1           0           0           0               1             .001942      NA          .025037           .110560             .135044            .137500              16            77
8.31          507                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .003197      NA          .030304           .276417             .318069            .322500              16            39
8.24          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .004621      NA          .028614           .257261             .322399            .327500              16            36
8.26          509                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001867      NA          .029491           .240528             .264924            .267500              16            46
8.13          507                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001860      NA          .030823           .245243             .267103            .270000              16            47
8.19          507                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001853      NA          .031702           .255255             .286843            .290000              16            45
8.23          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001572      NA          .027680           .255831             .288340            .290000              16            40
8.26          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001936      NA          .032331           .260150             .305582            .307500              17            44
8.06          511                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001778      NA          .030653           .233801             .246901            .250000              16            51
8.33          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001461      NA          .031799           .256085             .273885            .275000              16            48
8.30          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001970      NA          .030745           .261774             .325049            .327500              16            39
8.05          508                1                  0    4        512       82        1         0         12        10000     10000     0              100              1           0           0           0               1             .001884      NA          .027727           .230252             .259083            .262500              16            44
8.63          508                1                  0    4        512       182       1         0         12        10000     10000     0              25000            1           0           0           0               1             .004766      NA          .009348           .018799             .019246            .025000              19            176
8.46          507                1                  0    4        512       182       1         0         12        10000     10000     0              25000            1           0           0           0               1             .002049      NA          .009959           .017523             .020747            .022500              18            189
